ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Winning Team,Losing Team,Win Conditions,Home Stadium
6615,Copa Artigas,1985/2/3,Uruguay,1,0,Paraguay,Uruguay,Paraguay,,TRUE
6616,Friendly,1985/2/5,Bulgaria,1,0,Switzerland,Bulgaria,Switzerland,,FALSE
6617,Friendly,1985/2/5,Iran,1,0,North Korea,Iran,North Korea,,TRUE
6618,Friendly,1985/2/5,Mexico,5,0,Poland,Mexico,Poland,,TRUE
6619,Friendly,1985/2/6,Bolivia,0,1,Uruguay,Uruguay,Bolivia,,TRUE
6620,Friendly,1985/2/6,Bulgaria,2,2,Poland,,,,FALSE
6621,Friendly,1985/2/6,Cameroon,0,0,Egypt,,,,TRUE
6622,Friendly,1985/2/6,Costa Rica,2,1,El Salvador,Costa Rica,El Salvador,,TRUE
6623,Friendly,1985/2/6,Ecuador,2,3,German DR,German DR,Ecuador,,TRUE
6624,Friendly,1985/2/6,Mexico,1,2,Switzerland,Switzerland,Mexico,,TRUE
6625,Friendly,1985/2/8,United States,1,1,Switzerland,,,,TRUE
6626,Friendly,1985/2/10,Colombia,1,2,Poland,Poland,Colombia,,TRUE
6627,Friendly,1985/2/10,Ecuador,3,2,German DR,Ecuador,German DR,,TRUE
6628,FIFA World Cup qualification,1985/2/10,Guinea,1,0,Tunisia,Guinea,Tunisia,,TRUE
6629,FIFA World Cup qualification,1985/2/10,Malta,1,3,Portugal,Portugal,Malta,,TRUE
6630,Copa Artigas,1985/2/10,Paraguay,1,3,Uruguay,Uruguay,Paraguay,,TRUE
6631,Amilcar Cabral Cup,1985/2/12,Guinea,0,2,Senegal,Senegal,Guinea,,FALSE
6632,Friendly,1985/2/13,El Salvador,1,0,Costa Rica,El Salvador,Costa Rica,,TRUE
6633,Friendly,1985/2/14,Colombia,1,0,Poland,Colombia,Poland,,TRUE
6634,Amilcar Cabral Cup,1985/2/14,Mauritania,0,2,Senegal,Senegal,Mauritania,,FALSE
6635,Friendly,1985/2/14,Uruguay,2,1,Finland,Uruguay,Finland,,TRUE
6636,Amilcar Cabral Cup,1985/2/16,Mali,2,2,Senegal,,,,FALSE
6637,Friendly,1985/2/17,Ecuador,3,1,Finland,Ecuador,Finland,,TRUE
6638,Friendly,1985/2/17,Guatemala,1,0,Costa Rica,Guatemala,Costa Rica,,TRUE
6639,Amilcar Cabral Cup,1985/2/19,Cape Verde,0,1,Senegal,Senegal,Cape Verde,,FALSE
6640,Friendly,1985/2/21,Ecuador,3,0,Bolivia,Ecuador,Bolivia,,TRUE
6641,Amilcar Cabral Cup,1985/2/22,Gambia,0,1,Senegal,Senegal,Gambia,,TRUE
6642,FIFA World Cup qualification,1985/2/23,Singapore,1,3,Japan,Japan,Singapore,,TRUE
6643,FIFA World Cup qualification,1985/2/24,Portugal,1,2,Germany,Germany,Portugal,,TRUE
6644,FIFA World Cup qualification,1985/2/24,Tunisia,2,0,Guinea,Tunisia,Guinea,,TRUE
6645,Friendly,1985/2/24,Uruguay,3,0,Colombia,Uruguay,Colombia,,TRUE
6646,Friendly,1985/2/26,Mexico,2,1,Finland,Mexico,Finland,,TRUE
6647,Friendly,1985/2/26,Wales,1,1,Norway,,,,TRUE
6648,FIFA World Cup qualification,1985/2/27,Netherlands,7,1,Cyprus,Netherlands,Cyprus,,TRUE
6649,FIFA World Cup qualification,1985/2/27,Northern Ireland,0,1,England,England,Northern Ireland,,TRUE
6650,FIFA World Cup qualification,1985/2/27,Spain,1,0,Scotland,Spain,Scotland,,TRUE
6651,Friendly,1985/2/27,Uruguay,2,2,Peru,,,,TRUE
6652,FIFA World Cup qualification,1985/3/2,Nepal,0,2,South Korea,South Korea,Nepal,,TRUE
6653,FIFA World Cup qualification,1985/3/3,Ecuador,1,1,Chile,,,,TRUE
6654,Friendly,1985/3/6,Costa Rica,2,0,Guatemala,Costa Rica,Guatemala,,TRUE
6655,Friendly,1985/3/8,Saint Vincent and the Grenadines,1,2,Canada,Canada,Saint Vincent and the Grenadines,,TRUE
6656,FIFA World Cup qualification,1985/3/10,Malaysia,1,0,South Korea,Malaysia,South Korea,,TRUE
6657,Friendly,1985/3/10,Trinidad and Tobago,1,2,Canada,Canada,Trinidad and Tobago,,TRUE
6658,FIFA World Cup qualification,1985/3/10,Uruguay,2,1,Ecuador,Uruguay,Ecuador,,TRUE
6659,Friendly,1985/3/13,Jamaica,1,1,Canada,,,,TRUE
6660,FIFA World Cup qualification,1985/3/15,Jordan,1,0,Qatar,Jordan,Qatar,,TRUE
6661,FIFA World Cup qualification,1985/3/17,Chile,6,2,Ecuador,Chile,Ecuador,,TRUE
6662,Friendly,1985/3/17,Jamaica,0,0,Canada,,,,TRUE
6663,Friendly,1985/3/21,Costa Rica,1,0,Canada,Costa Rica,Canada,,TRUE
6664,FIFA World Cup qualification,1985/3/21,Japan,1,0,North Korea,Japan,North Korea,,TRUE
6665,Friendly,1985/3/21,Peru,1,0,Ecuador,Peru,Ecuador,,TRUE
6666,FIFA World Cup qualification,1985/3/22,Qatar,7,0,Lebanon,Qatar,Lebanon,,TRUE
6667,FIFA World Cup qualification,1985/3/24,Chile,2,0,Uruguay,Chile,Uruguay,,TRUE
6668,Friendly,1985/3/24,Costa Rica,0,0,Canada,,,,TRUE
6669,Friendly,1985/3/26,England,2,1,Republic of Ireland,England,Republic of Ireland,,TRUE
6670,FIFA World Cup qualification,1985/3/27,Belgium,2,0,Greece,Belgium,Greece,,TRUE
6671,FIFA World Cup qualification,1985/3/27,Germany,6,0,Malta,Germany,Malta,,TRUE
6672,FIFA World Cup qualification,1985/3/27,Qatar,8,0,Lebanon,Qatar,Lebanon,,TRUE
6673,Friendly,1985/3/27,Romania,0,0,Poland,,,,TRUE
6674,FIFA World Cup qualification,1985/3/27,Scotland,0,1,Wales,Wales,Scotland,,TRUE
6675,Friendly,1985/3/27,Spain,0,0,Northern Ireland,,,,TRUE
6676,Friendly,1985/3/27,Switzerland,2,0,Czechoslovakia,Switzerland,Czechoslovakia,,TRUE
6677,Friendly,1985/3/29,Egypt,2,0,Cameroon,Egypt,Cameroon,,TRUE
6678,African Cup of Nations qualification,1985/3/29,Libya,2,0,Tunisia,Libya,Tunisia,,TRUE
6679,FIFA World Cup qualification,1985/3/31,Ecuador,0,2,Uruguay,Uruguay,Ecuador,,TRUE
6680,Friendly,1985/3/31,Egypt,2,1,Cameroon,Egypt,Cameroon,,TRUE
6681,African Cup of Nations qualification,1985/3/31,Ghana,1,1,Guinea,,,,TRUE
6682,African Cup of Nations qualification,1985/3/31,Togo,0,1,Senegal,Senegal,Togo,,TRUE
6683,Friendly,1985/4/2,Canada,2,0,United States,Canada,United States,,TRUE
6684,Friendly,1985/4/3,Italy,2,0,Portugal,Italy,Portugal,,TRUE
6685,FIFA World Cup qualification,1985/4/3,Yugoslavia,0,0,France,,,,TRUE
6686,Friendly,1985/4/4,United States,1,1,Canada,,,,TRUE
6687,FIFA World Cup qualification,1985/4/5,Qatar,3,0,Iraq,Qatar,Iraq,,TRUE
6688,FIFA World Cup qualification,1985/4/6,South Korea,4,0,Nepal,South Korea,Nepal,,TRUE
6689,FIFA World Cup qualification,1985/4/7,Ivory Coast,0,0,Ghana,,,,TRUE
6690,FIFA World Cup qualification,1985/4/7,Morocco,2,0,Malawi,Morocco,Malawi,,TRUE
6691,FIFA World Cup qualification,1985/4/7,Uruguay,2,1,Chile,Uruguay,Chile,,TRUE
6692,FIFA World Cup qualification,1985/4/7,Zambia,4,1,Cameroon,Zambia,Cameroon,,TRUE
6693,FIFA World Cup qualification,1985/4/12,Qatar,2,0,Jordan,Qatar,Jordan,,TRUE
6694,FIFA World Cup qualification,1985/4/12,Saudi Arabia,0,0,United Arab Emirates,,,,TRUE
6695,CONCACAF Championship,1985/4/13,Canada,2,0,Haiti,Canada,Haiti,,TRUE
6696,African Cup of Nations qualification,1985/4/14,Guinea,1,4,Ghana,Ghana,Guinea,,TRUE
6697,African Cup of Nations qualification,1985/4/14,Senegal,1,1,Togo,,,,TRUE
6698,African Cup of Nations qualification,1985/4/14,Tunisia,1,0,Libya,Tunisia,Libya,,TRUE
6699,Friendly,1985/4/17,Germany,4,1,Bulgaria,Germany,Bulgaria,,TRUE
6700,Friendly,1985/4/17,Poland,2,1,Finland,Poland,Finland,,TRUE
6701,FIFA World Cup qualification,1985/4/17,Switzerland,2,2,Russia,,,,TRUE
6702,FIFA World Cup qualification,1985/4/19,United Arab Emirates,1,0,Saudi Arabia,United Arab Emirates,Saudi Arabia,,TRUE
6703,CONCACAF Championship,1985/4/20,Canada,2,1,Guatemala,Canada,Guatemala,,TRUE
6704,FIFA World Cup qualification,1985/4/21,Cameroon,1,1,Zambia,,,,TRUE
6705,FIFA World Cup qualification,1985/4/21,Ghana,2,0,Ivory Coast,Ghana,Ivory Coast,,TRUE
6706,FIFA World Cup qualification,1985/4/21,Malawi,0,0,Morocco,,,,TRUE
6707,Friendly,1985/4/23,Peru,2,1,Uruguay,Peru,Uruguay,,TRUE
6708,CONCACAF Championship,1985/4/24,Costa Rica,3,0,Trinidad and Tobago,Costa Rica,Trinidad and Tobago,,TRUE
6709,Friendly,1985/4/25,Brazil,2,1,Colombia,Brazil,Colombia,,TRUE
6710,Friendly,1985/4/28,Brazil,0,1,Peru,Peru,Brazil,,TRUE
6711,Friendly,1985/4/28,Colombia,2,1,Uruguay,Colombia,Uruguay,,TRUE
6712,CONCACAF Championship,1985/4/28,Costa Rica,1,1,Trinidad and Tobago,,,,TRUE
6713,Friendly,1985/4/28,Paraguay,1,0,Argentina,Paraguay,Argentina,,TRUE
6714,FIFA World Cup qualification,1985/4/30,Czechoslovakia,1,5,Germany,Germany,Czechoslovakia,,TRUE
6715,FIFA World Cup qualification,1985/4/30,North Korea,0,0,Japan,,,,TRUE
6716,FIFA World Cup qualification,1985/4/30,Wales,3,0,Spain,Wales,Spain,,TRUE
6717,FIFA World Cup qualification,1985/5/1,Belgium,2,0,Poland,Belgium,Poland,,TRUE
6718,FIFA World Cup qualification,1985/5/1,Netherlands,1,1,Austria,,,,TRUE
6719,FIFA World Cup qualification,1985/5/1,Romania,0,0,England,,,,TRUE
6720,Friendly,1985/5/1,Tunisia,1,0,Algeria,Tunisia,Algeria,,TRUE
6721,Friendly,1985/5/2,Brazil,2,0,Uruguay,Brazil,Uruguay,,TRUE
6722,FIFA World Cup qualification,1985/5/2,Bulgaria,2,0,France,Bulgaria,France,,TRUE
6723,FIFA World Cup qualification,1985/5/2,Russia,4,0,Switzerland,Russia,Switzerland,,FALSE
6724,Friendly,1985/5/5,Brazil,2,1,Argentina,Brazil,Argentina,,TRUE
6725,CONCACAF Championship,1985/5/5,Guatemala,1,1,Canada,,,,TRUE
6726,FIFA World Cup qualification,1985/5/5,Iraq,2,1,Qatar,Iraq,Qatar,,FALSE
6727,Friendly,1985/5/8,Denmark,4,1,German DR,Denmark,German DR,,TRUE
6728,CONCACAF Championship,1985/5/8,Haiti,0,2,Canada,Canada,Haiti,,TRUE
6729,Friendly,1985/5/9,Argentina,1,1,Paraguay,,,,TRUE
6730,Friendly,1985/5/10,Mauritania,0,0,Senegal,,,,TRUE
6731,Friendly,1985/5/14,Argentina,2,0,Chile,Argentina,Chile,,TRUE
6732,FIFA World Cup qualification,1985/5/14,Hungary,0,1,Netherlands,Netherlands,Hungary,,TRUE
6733,Friendly,1985/5/15,Colombia,1,0,Brazil,Colombia,Brazil,,TRUE
6734,CONCACAF Championship,1985/5/15,United States,2,1,Trinidad and Tobago,United States,Trinidad and Tobago,,TRUE
6735,FIFA World Cup qualification,1985/5/18,Japan,5,0,Singapore,Japan,Singapore,,TRUE
6736,FIFA World Cup qualification,1985/5/19,Greece,1,4,Poland,Poland,Greece,,TRUE
6737,FIFA World Cup qualification,1985/5/19,South Korea,2,0,Malaysia,South Korea,Malaysia,,TRUE
6738,CONCACAF Championship,1985/5/19,United States,1,0,Trinidad and Tobago,United States,Trinidad and Tobago,,TRUE
6739,Friendly,1985/5/21,Chile,2,1,Brazil,Chile,Brazil,,TRUE
6740,FIFA World Cup qualification,1985/5/22,Finland,1,1,England,,,,TRUE
6741,Rous Cup,1985/5/25,Scotland,1,0,England,Scotland,England,,TRUE
6742,CONCACAF Championship,1985/5/26,Costa Rica,1,1,United States,,,,TRUE
6743,Kirin Cup,1985/5/26,Japan,1,4,Uruguay,Uruguay,Japan,,TRUE
6744,Friendly,1985/5/26,Republic of Ireland,0,0,Spain,,,,TRUE
6745,FIFA World Cup qualification,1985/5/26,Venezuela,2,3,Argentina,Argentina,Venezuela,,TRUE
6746,FIFA World Cup qualification,1985/5/30,Albania,0,1,Poland,Poland,Albania,,TRUE
6747,CONCACAF Championship,1985/5/31,United States,0,1,Costa Rica,Costa Rica,United States,,TRUE
6748,FIFA World Cup qualification,1985/6/2,Bolivia,0,2,Brazil,Brazil,Bolivia,,TRUE
6749,Korea Cup,1985/6/2,Canada,2,1,Ghana,Canada,Ghana,,FALSE
6750,FIFA World Cup qualification,1985/6/2,Colombia,1,3,Argentina,Argentina,Colombia,,TRUE
6751,FIFA World Cup qualification,1985/6/2,Republic of Ireland,3,0,Switzerland,Republic of Ireland,Switzerland,,TRUE
6752,Friendly,1985/6/2,Mexico,1,1,Italy,,,,TRUE
6753,FIFA World Cup qualification,1985/6/5,Denmark,4,2,Russia,Denmark,Russia,,TRUE
6754,Friendly,1985/6/5,Norway,4,2,Wales,Norway,Wales,,TRUE
6755,Friendly,1985/6/6,England,1,2,Italy,Italy,England,,FALSE
6756,Korea Cup,1985/6/6,South Korea,3,2,Thailand,South Korea,Thailand,,TRUE
6757,Friendly,1985/6/8,Brazil,3,1,Chile,Brazil,Chile,,TRUE
6758,Korea Cup,1985/6/8,South Korea,3,0,Bahrain,South Korea,Bahrain,,TRUE
6759,FIFA World Cup qualification,1985/6/9,Argentina,3,0,Venezuela,Argentina,Venezuela,,TRUE
6760,Korea Cup,1985/6/9,Canada,1,6,Iraq,Iraq,Canada,,FALSE
6761,Friendly,1985/6/9,Mexico,1,0,England,Mexico,England,,TRUE
6762,Friendly,1985/6/12,England,3,0,Germany,England,Germany,,FALSE
6763,FIFA World Cup qualification,1985/6/12,Iceland,1,2,Spain,Spain,Iceland,,TRUE
6764,Korea Cup,1985/6/15,South Korea,2,0,Iraq,South Korea,Iraq,,TRUE
6765,Friendly,1985/6/15,Mexico,2,0,Germany,Mexico,Germany,,TRUE
6766,FIFA World Cup qualification,1985/6/16,Argentina,1,0,Colombia,Argentina,Colombia,,TRUE
6767,FIFA World Cup qualification,1985/6/16,Paraguay,0,2,Brazil,Brazil,Paraguay,,TRUE
6768,Friendly,1985/6/16,United States,0,5,England,England,United States,,TRUE
6769,FIFA World Cup qualification,1985/6/23,Brazil,1,1,Paraguay,,,,TRUE
6770,FIFA World Cup qualification,1985/6/23,Peru,1,0,Argentina,Peru,Argentina,,TRUE
6771,FIFA World Cup qualification,1985/6/30,Argentina,2,2,Peru,,,,TRUE
6772,FIFA World Cup qualification,1985/6/30,Brazil,1,1,Bolivia,,,,TRUE
6773,Arab Cup,1985/7/3,Saudi Arabia,4,0,Jordan,Saudi Arabia,Jordan,,TRUE
6774,Arab Cup,1985/7/5,Jordan,0,2,Qatar,Qatar,Jordan,,FALSE
6775,FIFA World Cup qualification,1985/7/6,Nigeria,1,0,Tunisia,Nigeria,Tunisia,,TRUE
6776,Arab Cup,1985/7/7,Saudi Arabia,1,0,Qatar,Saudi Arabia,Qatar,,TRUE
6777,Arab Cup,1985/7/10,Bahrain,1,1,Qatar,,,Bahrain win on penalties,FALSE
6778,Arab Cup,1985/7/10,Saudi Arabia,2,3,Iraq,Iraq,Saudi Arabia,,TRUE
6779,FIFA World Cup qualification,1985/7/12,Egypt,0,0,Morocco,,,,TRUE
6780,Arab Cup,1985/7/12,Saudi Arabia,0,0,Qatar,,,Saudi Arabia win on penalties,TRUE
6781,FIFA World Cup qualification,1985/7/14,Ghana,0,0,Libya,,,,TRUE
6782,Friendly,1985/7/18,Costa Rica,3,1,Trinidad and Tobago,Costa Rica,Trinidad and Tobago,,TRUE
6783,FIFA World Cup qualification,1985/7/20,Tunisia,2,0,Nigeria,Tunisia,Nigeria,,TRUE
6784,FIFA World Cup qualification,1985/7/21,South Korea,2,0,Indonesia,South Korea,Indonesia,,TRUE
6785,FIFA World Cup qualification,1985/7/26,Libya,2,0,Ghana,Libya,Ghana,,TRUE
6786,FIFA World Cup qualification,1985/7/28,Morocco,2,0,Egypt,Morocco,Egypt,,TRUE
6787,Friendly,1985/7/28,Tunisia,1,0,Saudi Arabia,Tunisia,Saudi Arabia,,TRUE
6788,FIFA World Cup qualification,1985/7/30,Indonesia,1,4,South Korea,South Korea,Indonesia,,TRUE
6789,CONCACAF Championship,1985/8/11,Costa Rica,2,2,Honduras,,,,TRUE
6790,FIFA World Cup qualification,1985/8/11,Japan,3,0,Hong Kong,Japan,Hong Kong,,TRUE
6791,CONCACAF Championship,1985/8/17,Canada,1,1,Costa Rica,,,,TRUE
6792,African Cup of Nations qualification,1985/8/18,Ivory Coast,2,0,Ghana,Ivory Coast,Ghana,,TRUE
6793,African Cup of Nations qualification,1985/8/18,Zimbabwe,1,0,Senegal,Zimbabwe,Senegal,,TRUE
6794,CONMEBOL-UEFA Cup of Champions,1985/8/21,France,2,0,Uruguay,France,Uruguay,,TRUE
6795,Friendly,1985/8/21,Sweden,1,0,Poland,Sweden,Poland,,TRUE
6796,CONCACAF Championship,1985/8/25,Honduras,0,1,Canada,Canada,Honduras,,TRUE
6797,African Cup of Nations qualification,1985/8/25,Morocco,1,0,DR Congo,Morocco,DR Congo,,TRUE
6798,Friendly,1985/8/27,Mexico,1,1,Bulgaria,,,,FALSE
6799,Friendly,1985/8/28,Russia,1,0,Germany,Russia,Germany,,TRUE
6800,Friendly,1985/8/28,Switzerland,0,0,Turkey,,,,TRUE
6801,CONCACAF Championship,1985/9/1,Costa Rica,0,0,Canada,,,,TRUE
6802,African Cup of Nations qualification,1985/9/1,Ghana,0,0,Ivory Coast,,,,TRUE
6803,African Cup of Nations qualification,1985/9/1,Senegal,3,0,Zimbabwe,Senegal,Zimbabwe,,TRUE
6804,Friendly,1985/9/4,Czechoslovakia,3,1,Poland,Czechoslovakia,Poland,,TRUE
6805,Friendly,1985/9/4,Netherlands,1,0,Bulgaria,Netherlands,Bulgaria,,TRUE
6806,African Cup of Nations qualification,1985/9/8,DR Congo,0,0,Morocco,,,,TRUE
6807,CONCACAF Championship,1985/9/8,Honduras,3,1,Costa Rica,Honduras,Costa Rica,,TRUE
6808,FIFA World Cup qualification,1985/9/10,Wales,1,1,Scotland,,,,TRUE
6809,Friendly,1985/9/11,Denmark,0,3,Sweden,Sweden,Denmark,,TRUE
6810,FIFA World Cup qualification,1985/9/11,England,1,1,Romania,,,,TRUE
6811,FIFA World Cup qualification,1985/9/11,German DR,2,0,France,German DR,France,,TRUE
6812,FIFA World Cup qualification,1985/9/11,Poland,0,0,Belgium,,,,TRUE
6813,FIFA World Cup qualification,1985/9/11,Switzerland,0,0,Republic of Ireland,,,,TRUE
6814,CONCACAF Championship,1985/9/14,Canada,2,1,Honduras,Canada,Honduras,,TRUE
6815,Friendly,1985/9/15,Cameroon,4,1,Saudi Arabia,Cameroon,Saudi Arabia,,TRUE
6816,Friendly,1985/9/20,Mexico,0,0,Peru,,,,FALSE
6817,FIFA World Cup qualification,1985/9/21,New Zealand,0,0,Australia,,,,TRUE
6818,FIFA World Cup qualification,1985/9/22,Hong Kong,1,2,Japan,Japan,Hong Kong,,TRUE
6819,Friendly,1985/9/22,Mexico,1,0,Peru,Mexico,Peru,,FALSE
6820,FIFA World Cup qualification,1985/9/25,Czechoslovakia,1,0,Portugal,Czechoslovakia,Portugal,,TRUE
6821,FIFA World Cup qualification,1985/9/25,Russia,1,0,Denmark,Russia,Denmark,,FALSE
6822,FIFA World Cup qualification,1985/9/25,Spain,2,1,Iceland,Spain,Iceland,,TRUE
6823,FIFA World Cup qualification,1985/9/25,Sweden,2,2,Germany,,,,TRUE
6824,Friendly,1985/9/27,Australia,3,0,China PR,Australia,China PR,,TRUE
6825,Friendly,1985/10/4,Saudi Arabia,2,1,Cameroon,Saudi Arabia,Cameroon,,TRUE
6826,FIFA World Cup qualification,1985/10/6,Morocco,3,0,Libya,Morocco,Libya,,TRUE
6827,FIFA World Cup qualification,1985/10/6,Tunisia,1,4,Algeria,Algeria,Tunisia,,TRUE
6828,FIFA World Cup qualification,1985/10/8,Israel,1,2,Australia,Australia,Israel,,TRUE
6829,FIFA World Cup qualification,1985/10/9,Denmark,0,0,Switzerland,,,,TRUE
6830,Friendly,1985/10/11,Libya,3,1,Mexico,Libya,Mexico,,TRUE
6831,FIFA World Cup qualification,1985/10/12,Portugal,3,2,Malta,Portugal,Malta,,TRUE
6832,Friendly,1985/10/15,Yemen,0,2,Mexico,Mexico,Yemen,,FALSE
6833,FIFA World Cup qualification,1985/10/16,Belgium,1,0,Netherlands,Belgium,Netherlands,,TRUE
6834,FIFA World Cup qualification,1985/10/16,England,5,0,Turkey,England,Turkey,,TRUE
6835,FIFA World Cup qualification,1985/10/16,Germany,0,1,Portugal,Portugal,Germany,,TRUE
6836,FIFA World Cup qualification,1985/10/16,Norway,1,5,Denmark,Denmark,Norway,,TRUE
6837,Friendly,1985/10/16,Wales,0,3,Hungary,Hungary,Wales,,TRUE
6838,FIFA World Cup qualification,1985/10/18,Algeria,3,0,Tunisia,Algeria,Tunisia,,TRUE
6839,Friendly,1985/10/18,Jordan,0,0,Mexico,,,,TRUE
6840,FIFA World Cup qualification,1985/10/18,Libya,1,0,Morocco,Libya,Morocco,,TRUE
6841,FIFA World Cup qualification,1985/10/20,Australia,1,1,Israel,,,,TRUE
6842,Friendly,1985/10/20,Egypt,2,1,Mexico,Egypt,Mexico,,TRUE
6843,FIFA World Cup qualification,1985/10/23,Australia,7,0,Taiwan,Australia,Taiwan,,TRUE
6844,Friendly,1985/10/25,Kuwait,0,0,Mexico,,,,TRUE
6845,FIFA World Cup qualification,1985/10/26,Japan,1,2,South Korea,South Korea,Japan,,TRUE
6846,FIFA World Cup qualification,1985/10/30,France,6,0,Luxembourg,France,Luxembourg,,TRUE
6847,FIFA World Cup qualification,1985/11/3,Australia,2,0,New Zealand,Australia,New Zealand,,TRUE
6848,FIFA World Cup qualification,1985/11/3,South Korea,1,0,Japan,South Korea,Japan,,TRUE
6849,FIFA World Cup qualification,1985/11/13,England,0,0,Northern Ireland,,,,TRUE
6850,FIFA World Cup qualification,1985/11/13,Republic of Ireland,1,4,Denmark,Denmark,Republic of Ireland,,TRUE
6851,FIFA World Cup qualification,1985/11/13,Switzerland,1,1,Norway,,,,TRUE
6852,Friendly,1985/11/14,Mexico,1,1,Argentina,,,,FALSE
6853,FIFA World Cup qualification,1985/11/16,France,2,0,Yugoslavia,France,Yugoslavia,,TRUE
6854,Friendly,1985/11/16,Poland,1,0,Italy,Poland,Italy,,TRUE
6855,FIFA World Cup qualification,1985/11/17,Germany,2,2,Czechoslovakia,,,,TRUE
6856,Friendly,1985/11/17,Mexico,1,1,Argentina,,,,TRUE
6857,FIFA World Cup qualification,1985/11/20,Netherlands,2,1,Belgium,Netherlands,Belgium,,TRUE
6858,FIFA World Cup qualification,1985/11/20,Scotland,2,0,Australia,Scotland,Australia,,TRUE
6859,Friendly,1985/11/20,Spain,0,0,Austria,,,,TRUE
6860,Friendly,1985/12/3,Mexico,2,1,South Korea,Mexico,South Korea,,FALSE
6861,FIFA World Cup qualification,1985/12/4,Australia,0,0,Scotland,,,,TRUE
6862,Friendly,1985/12/7,Mexico,2,0,Algeria,Mexico,Algeria,,TRUE
6863,UDEAC Cup,1985/12/8,Cameroon,2,0,Equatorial Guinea,Cameroon,Equatorial Guinea,,FALSE
6864,Friendly,1985/12/8,Tunisia,1,0,Poland,Tunisia,Poland,,TRUE
6865,Friendly,1985/12/9,Hungary,1,0,South Korea,Hungary,South Korea,,FALSE
6866,Friendly,1985/12/10,Mexico,2,1,South Korea,Mexico,South Korea,,TRUE
6867,Friendly,1985/12/11,Turkey,1,1,Poland,,,,TRUE
6868,UDEAC Cup,1985/12/12,Chad,2,2,Cameroon,,,,FALSE
6869,Friendly,1985/12/13,Algeria,0,2,South Korea,South Korea,Algeria,,FALSE
6870,Friendly,1985/12/14,Mexico,2,0,Hungary,Mexico,Hungary,,TRUE
6871,UDEAC Cup,1985/12/15,Congo,1,0,Cameroon,Congo,Cameroon,,FALSE
6872,UDEAC Cup,1985/12/18,Chad,1,2,Cameroon,Cameroon,Chad,,FALSE
6873,Friendly,1985/12/18,Spain,2,0,Bulgaria,Spain,Bulgaria,,TRUE
6874,Friendly,1985/12/25,Senegal,3,1,Guinea,Senegal,Guinea,,TRUE
6875,Friendly,1985/12/29,Senegal,2,0,Ivory Coast,Senegal,Ivory Coast,,TRUE
6876,Friendly,1986/1/3,Qatar,1,1,China PR,,,,TRUE
6877,Friendly,1986/1/17,Qatar,0,1,Greece,Greece,Qatar,,TRUE
6878,Friendly,1986/1/22,Gabon,0,1,Senegal,Senegal,Gabon,,TRUE
6879,Friendly,1986/1/22,Portugal,1,1,Finland,,,,TRUE
6880,Friendly,1986/1/22,Spain,2,0,Russia,Spain,Russia,,TRUE
6881,Friendly,1986/1/24,Qatar,2,1,Tunisia,Qatar,Tunisia,,TRUE
6882,Friendly,1986/1/27,Oman,0,0,Tunisia,,,,TRUE
6883,Friendly,1986/1/29,Canada,0,0,Paraguay,,,,TRUE
6884,Friendly,1986/1/29,Egypt,0,4,England,England,Egypt,,TRUE
6885,Amilcar Cabral Cup,1986/2/1,Senegal,2,1,Guinea,Senegal,Guinea,,TRUE
6886,Friendly,1986/2/2,Canada,1,3,Uruguay,Uruguay,Canada,,FALSE
6887,Friendly,1986/2/2,Qatar,0,3,Hungary,Hungary,Qatar,,TRUE
6888,Friendly,1986/2/5,Italy,1,2,Germany,Germany,Italy,,TRUE
6889,Friendly,1986/2/5,Portugal,2,0,Luxembourg,Portugal,Luxembourg,,TRUE
6890,Amilcar Cabral Cup,1986/2/5,Senegal,1,0,Mali,Senegal,Mali,,TRUE
6891,Friendly,1986/2/5,United States,0,0,Canada,,,,TRUE
6892,Friendly,1986/2/7,United States,1,1,Uruguay,,,,TRUE
6893,Amilcar Cabral Cup,1986/2/8,Senegal,1,0,Gambia,Senegal,Gambia,,TRUE
6894,Amilcar Cabral Cup,1986/2/10,Senegal,3,1,Sierra Leone,Senegal,Sierra Leone,,TRUE
6895,Lunar New Year Cup,1986/2/14,South Korea,1,3,Paraguay,Paraguay,South Korea,,FALSE
6896,Friendly,1986/2/15,Mexico,1,2,German DR,German DR,Mexico,,FALSE
6897,Friendly,1986/2/16,Iran,2,0,Pakistan,Iran,Pakistan,,TRUE
6898,Friendly,1986/2/16,Uruguay,2,2,Poland,,,,TRUE
6899,Friendly,1986/2/17,Saudi Arabia,0,0,Algeria,,,,TRUE
6900,Friendly,1986/2/19,Mexico,1,0,Russia,Mexico,Russia,,TRUE
6901,Friendly,1986/2/19,Morocco,0,0,Bulgaria,,,,TRUE
6902,Friendly,1986/2/19,Portugal,1,3,German DR,German DR,Portugal,,TRUE
6903,Friendly,1986/2/19,Spain,3,0,Belgium,Spain,Belgium,,TRUE
6904,Friendly,1986/2/20,Iran,2,0,Ghana,Iran,Ghana,,TRUE
6905,Friendly,1986/2/21,Saudi Arabia,1,1,Algeria,,,,TRUE
6906,West African Cup,1986/2/24,Ghana,2,0,Niger,Ghana,Niger,,TRUE
6907,West African Cup,1986/2/25,Ghana,2,2,Togo,,,,TRUE
6908,Friendly,1986/2/25,Saudi Arabia,1,2,Wales,Wales,Saudi Arabia,,TRUE
